,baseMean,log2FoldChange,pvalue,padj,gene_name,present in APEX-RNCseq lyso?,present in APEX-RNCseq cyto?,present in FULL APEX-RNCseq lyso,present in FULL APEX-RNC cyto list,present in p300,present in Psig,present in Fsig
ENSG00000239650.4,188.4489938,4.115906566,7.12E-128,6.92E-126,GUSBP4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000213598.4,33.27923372,4.104522745,8.62E-29,1.67E-27,AL049873.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000140367.12,3941.479764,4.103137449,3.96E-257,1.83E-254,UBE2Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000142676.14,5505.771169,4.101556874,5.25E-114,4.17E-112,RPL11,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000253859.2,42.01904141,4.099883426,1.78E-34,3.91E-33,AC018616.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000210156.1,1494.151729,4.099723673,4.89E-247,2.00E-244,MT-TK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000279483.2,380.4748563,4.092810857,2.59E-75,1.20E-73,AC090498.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000240567.1,144.6466628,4.092383755,1.06E-88,6.00E-87,LINC02067,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000177954.14,4565.159804,4.090838011,4.15E-266,2.13E-263,RPS27,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000218227.3,60.95626657,4.089058004,1.20E-52,3.88E-51,AC136632.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000279750.3,3.776559261,4.086581386,0.000100098,0.000631466,AC239585.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000198964.14,1263.579092,4.083620968,2.78E-262,1.37E-259,SGMS1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000138336.9,5788.005359,4.081606801,0,0,TET1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000241549.8,292.6903702,4.080799701,9.04E-98,5.64E-96,GUSBP2,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000176406.23,6955.47575,4.075557006,2.79E-273,1.54E-270,RIMS2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000109171.15,3437.504238,4.069468044,7.27E-219,2.18E-216,SLAIN2,#N/A,yes,#N/A,yes,#N/A,#N/A,yes
ENSG00000285582.1,760.7937778,4.067586442,2.08E-184,4.05E-182,AC016042.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000123349.14,3662.371,4.067467738,1.25E-259,5.86E-257,PFDN5,#N/A,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000235508.3,11.41820924,4.058538593,5.33E-13,6.27E-12,RPS2P7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000283041.1,291.2565056,4.051539281,8.22E-156,1.17E-153,AC008038.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000236031.1,551.4171187,4.047380497,9.58E-138,1.06E-135,AL591721.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000264281.3,26.94118925,4.044712733,1.36E-26,2.48E-25,AC016596.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000198755.11,3078.04327,4.039256838,2.48E-226,8.45E-224,RPL10A,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000228232.1,66.48291405,4.038119531,1.49E-49,4.53E-48,GAPDHP1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000225573.4,54.29338493,4.037256499,2.42E-48,7.15E-47,RPL35P5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000067208.14,2165.1139,4.031289639,1.64E-269,8.80E-267,EVI5,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000285625.1,6280.781558,4.030420042,1.02E-287,6.72E-285,AC117378.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000139737.22,1428.856594,4.028435524,1.91E-245,7.61E-243,SLAIN1,#N/A,#N/A,#N/A,yes,yes,yes,yes
ENSG00000244380.1,2798.485571,4.022994449,1.58E-147,1.96E-145,AC134772.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000136942.15,8747.525459,4.010246715,8.69E-181,1.62E-178,RPL35,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000147604.14,7516.422017,4.009949695,4.58E-285,2.91E-282,RPL7,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000232112.3,3038.709783,4.008113473,2.57E-151,3.45E-149,TMA7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000271043.2,11.82729771,4.004346896,2.53E-13,3.03E-12,MTRNR2L2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000142541.17,12323.97499,3.99703208,7.28E-128,7.06E-126,RPL13A,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000233927.5,1311.230916,3.994993064,4.75E-194,1.05E-191,RPS28,#N/A,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000284446.1,4.495347745,3.994065753,5.37E-06,4.00E-05,MIR1236,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000105193.9,1151.953595,3.993875703,2.91E-84,1.55E-82,RPS16,#N/A,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000230202.1,185.9521271,3.989269254,5.77E-87,3.17E-85,AL450405.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000283764.1,20.4726919,3.988074443,4.74E-22,7.62E-21,MIR6850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000213087.3,5.828401994,3.983131055,1.87E-07,1.60E-06,AL356535.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000276926.1,23.38336207,3.974203607,2.34E-24,4.05E-23,MIR6797,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000216866.5,10.01098099,3.973975233,2.28E-11,2.46E-10,RPS2P55,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000210112.1,1238.586953,3.957943084,4.33E-193,9.44E-191,MT-TM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000213178.3,112.5233617,3.957453016,2.19E-72,9.76E-71,RPL22P1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000241081.1,13.57467705,3.95650523,2.31E-15,2.99E-14,RPL22P2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000105258.9,951.2456376,3.955860817,9.00E-151,1.19E-148,POLR2I,yes,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000279504.1,857.1732368,3.953803154,2.22E-148,2.81E-146,AD001527.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000164051.14,2342.837705,3.951053157,7.09E-127,6.79E-125,CCDC51,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000227345.8,2584.225267,3.950198735,5.11E-245,2.00E-242,PARG,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000183850.14,237.8011022,3.949169183,1.01E-128,9.91E-127,ZNF730,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000173960.14,1440.10394,3.944747722,1.38E-245,5.55E-243,UBXN2A,yes,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000188177.14,2876.067208,3.942238101,2.27E-217,6.55E-215,ZC3H6,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000196683.10,1179.14861,3.938935786,2.20E-233,7.87E-231,TOMM7,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000140471.17,1217.784716,3.938900253,6.69E-260,3.18E-257,LINS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000274840.4,81.42240117,3.937694241,7.32E-67,3.00E-65,AC132807.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000165568.18,351.4260001,3.937042633,1.68E-138,1.87E-136,AKR1E2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000135447.17,4674.187776,3.933381809,2.06E-267,1.09E-264,PPP1R1A,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000071205.12,392.1605331,3.924613679,1.86E-86,1.01E-84,ARHGAP10,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000274002.1,29.33807941,3.923517839,3.17E-28,6.08E-27,AL135999.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000244528.1,353.8536533,3.923051336,2.23E-152,3.05E-150,SEPTIN14P2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000166377.20,1774.741388,3.917171867,0,0,ATP9B,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000210174.1,1493.553838,3.91645348,6.05E-174,1.03E-171,MT-TR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000232472.1,203.8044874,3.915403672,1.12E-102,7.57E-101,EEF1B2P3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000234589.4,17.82391368,3.909178921,2.31E-16,3.10E-15,AC125807.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000156482.11,4042.212144,3.90518191,2.38E-198,5.61E-196,RPL30,#N/A,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000117020.18,9364.43641,3.904145562,2.00E-248,8.33E-246,AKT3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000130413.15,1226.413888,3.903450696,4.75E-148,5.97E-146,STK33,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000114942.14,9171.663542,3.890821281,4.27E-179,7.82E-177,EEF1B2,#N/A,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000172456.17,615.4531891,3.888868463,1.88E-201,4.61E-199,FGGY,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000235587.2,25.45740113,3.888195088,1.72E-26,3.14E-25,GAPDHP65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000162669.16,553.3825747,3.885771968,1.75E-161,2.68E-159,HFM1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000227077.3,9.246798119,3.881971438,1.92E-08,1.75E-07,AC107983.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000121089.4,43.6800904,3.869380074,3.52E-41,9.06E-40,NACA3P,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000242960.1,50.99208668,3.867957644,8.78E-39,2.13E-37,FTH1P23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000123009.4,2.995955986,3.866059178,0.00019228,0.001155684,NME2P1,#N/A,#N/A,#N/A,#N/A,#N/A,yes,#N/A
ENSG00000204764.14,1547.192763,3.862968694,1.28E-217,3.73E-215,RANBP17,#N/A,#N/A,#N/A,yes,#N/A,yes,#N/A
ENSG00000229117.9,2402.794017,3.861980247,7.67E-219,2.28E-216,RPL41,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000229454.1,3.419532299,3.859608201,0.000175414,0.00105991,AL157882.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000167526.13,4933.815674,3.853494445,1.52E-218,4.46E-216,RPL13,#N/A,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000257809.1,146.7280818,3.853322387,3.90E-79,1.90E-77,AC034102.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000245910.8,3533.405914,3.847353863,1.18E-186,2.40E-184,SNHG6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000137970.7,98.23302445,3.842667408,1.75E-60,6.44E-59,RPL7P9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000227220.1,6.685410266,3.842544115,1.37E-08,1.26E-07,AL133346.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000245970.2,2403.132458,3.838717273,9.96E-197,2.25E-194,AP003352.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000261553.5,1226.552646,3.834642382,7.45E-200,1.79E-197,AL137782.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000210191.1,611.1468698,3.831369387,1.43E-158,2.14E-156,MT-TL2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000244018.1,63.00848024,3.826906698,1.02E-56,3.55E-55,RPL35P6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000274760.1,944.6984209,3.82289442,1.65E-131,1.70E-129,AL049766.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000170889.14,1092.03327,3.821092923,6.12E-72,2.70E-70,RPS9,yes,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000113356.12,334.6637856,3.820440235,4.41E-133,4.62E-131,POLR3G,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000144451.19,942.9417313,3.81921063,1.61E-223,5.26E-221,SPAG16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000198648.11,6135.284492,3.819160397,1.18E-223,3.87E-221,STK39,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000255633.5,28.84217969,3.817163634,4.20E-28,8.01E-27,MTRNR2L9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000020426.11,977.0925876,3.804180492,9.17E-196,2.05E-193,MNAT1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000139239.7,118.4375838,3.80334224,1.22E-91,7.17E-90,RPL14P1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000221983.8,3775.909717,3.797112005,3.33E-224,1.11E-221,UBA52,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000176340.4,273.9283275,3.791380485,3.95E-27,7.34E-26,COX8A,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000154114.12,2041.515608,3.781152487,9.23E-251,3.98E-248,TBCEL,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000205359.10,62.85143908,3.780461137,4.82E-53,1.57E-51,SLCO6A1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000181544.15,136.5359753,3.779614124,1.96E-83,1.04E-81,FANCB,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000205111.8,201.2104322,3.778369346,2.70E-112,2.11E-110,CDKL4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000142937.12,12134.21036,3.778179943,5.57E-172,9.34E-170,RPS8,#N/A,#N/A,yes,#N/A,yes,yes,yes
ENSG00000102595.20,2474.395829,3.773915535,5.76E-164,9.08E-162,UGGT2,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000256393.1,72.26369636,3.773692642,1.70E-49,5.16E-48,RPL41P5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000115652.14,1588.59432,3.773162686,8.69E-264,4.35E-261,UXS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000104218.14,2734.818173,3.767976931,1.02E-242,3.91E-240,CSPP1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000127184.13,11401.29896,3.762514239,8.50E-212,2.35E-209,COX7C,yes,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000138709.19,2193.916385,3.760290576,4.56E-206,1.19E-203,LARP1B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000257507.1,27.74952424,3.759057796,4.04E-26,7.28E-25,LINC02373,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000227081.5,102.3593599,3.75772665,3.89E-52,1.25E-50,AC005912.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000268916.6,97.08400787,3.755208194,1.06E-54,3.58E-53,CSAG3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000046889.19,658.1068458,3.753918743,1.80E-177,3.21E-175,PREX2,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000044459.15,952.0599807,3.752348391,6.44E-210,1.71E-207,CNTLN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000154240.17,910.6746006,3.75084712,3.50E-247,1.44E-244,CEP112,#N/A,#N/A,yes,#N/A,#N/A,yes,#N/A
ENSG00000253683.1,38.05772509,3.74191844,7.39E-36,1.68E-34,AC027309.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000277967.1,488.0679758,3.73555718,2.06E-132,2.14E-130,AL049766.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000230006.7,890.2564054,3.735082438,3.50E-140,3.97E-138,ANKRD36BP2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000142599.19,13353.69298,3.733879085,4.53E-252,2.00E-249,RERE,#N/A,#N/A,#N/A,yes,yes,yes,yes
ENSG00000145592.14,11926.01799,3.731036414,0,0,RPL37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000283795.1,17.44829922,3.730281479,8.78E-18,1.24E-16,MIR4426,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000169398.19,6589.218032,3.730120104,3.11E-245,1.23E-242,PTK2,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000136149.6,38.59430226,3.729147887,5.40E-28,1.03E-26,RPL13AP25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000125388.20,1215.807831,3.726505489,2.95E-174,5.05E-172,GRK4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000175471.19,714.6252847,3.722636889,9.45E-193,2.04E-190,MCTP1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000008988.9,5410.142922,3.715800595,2.80E-212,7.79E-210,RPS20,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000273189.1,174.7508404,3.715431741,1.18E-50,3.67E-49,AC010619.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000114107.9,1042.409063,3.715008613,4.02E-214,1.13E-211,CEP70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000151575.14,589.1571218,3.712531371,2.46E-214,6.99E-212,TEX9,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000178460.18,451.8117991,3.712365309,1.68E-141,1.93E-139,MCMDC2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000147905.17,1814.837883,3.709045448,4.68E-168,7.55E-166,ZCCHC7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000258864.1,2007.550005,3.708635881,1.54E-173,2.60E-171,AC008575.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000170231.15,331.0963108,3.707975945,1.83E-94,1.10E-92,FABP6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000130294.16,25870.90319,3.706904345,1.99E-122,1.77E-120,KIF1A,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000284029.1,43.95818083,3.706588339,7.99E-37,1.85E-35,MIR6805,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000163374.19,3427.554161,3.705713633,9.67E-216,2.77E-213,YY1AP1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000185842.15,3309.68685,3.700689325,1.50E-211,4.12E-209,DNAH14,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000129295.9,624.2952788,3.695768681,6.27E-145,7.57E-143,LRRC6,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000278561.1,28.91415921,3.695443931,1.78E-25,3.16E-24,PTPN20CP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000215630.6,702.0847748,3.688854905,1.29E-119,1.09E-117,GUSBP9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000244757.1,56.59691148,3.682170719,5.36E-50,1.64E-48,AL137024.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000067646.12,1156.515943,3.678290618,1.08E-251,4.73E-249,ZFY,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000183576.13,2519.150172,3.677584823,2.20E-189,4.64E-187,SETD3,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000286163.1,24.02046934,3.669421787,2.70E-23,4.54E-22,AC002377.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000213860.4,5.366219364,3.665778177,1.04E-06,8.36E-06,RPL21P75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000123106.10,2099.787426,3.663464958,1.37E-218,4.06E-216,CCDC91,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000230979.3,13.32288566,3.661860968,6.61E-15,8.40E-14,AC079250.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000220842.6,8.997673362,3.661728313,2.78E-10,2.83E-09,RPL21P16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000173660.12,3082.944023,3.657578214,3.07E-120,2.64E-118,UQCRH,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000167216.17,480.655991,3.656102182,1.68E-178,3.07E-176,KATNAL2,yes,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000273061.1,81.41212318,3.650092089,6.46E-56,2.22E-54,CDC37L1-DT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000083544.14,997.5024338,3.645918303,5.98E-206,1.55E-203,TDRD3,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000276712.1,20.5714357,3.645804662,4.11E-21,6.40E-20,MIR7111,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000243449.6,82.59267072,3.638422707,6.83E-10,6.83E-09,C4orf48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000159256.13,2349.798262,3.635736044,9.22E-270,5.01E-267,MORC3,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000151572.18,1475.958953,3.6350071,3.82E-186,7.71E-184,ANO4,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000234287.1,19.38155801,3.63140374,5.36E-18,7.61E-17,AC099560.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000089123.16,523.6454855,3.631387515,1.19E-151,1.60E-149,TASP1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000163116.10,167.694565,3.630391486,5.57E-77,2.66E-75,STPG2,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000234498.3,36.34494776,3.629866614,2.14E-32,4.53E-31,RPL13AP20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000038295.8,227.9269812,3.625105377,5.11E-79,2.48E-77,TLL1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000171634.18,22103.91145,3.624401932,5.09E-181,9.64E-179,BPTF,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000171858.18,1756.726581,3.622856658,3.29E-91,1.91E-89,RPS21,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000204628.12,8035.060551,3.622832429,4.40E-204,1.10E-201,RACK1,#N/A,#N/A,yes,#N/A,yes,yes,yes
ENSG00000230291.5,16.07417139,3.622123026,6.82E-15,8.66E-14,AC078817.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000214485.6,32.04049796,3.609809461,5.29E-28,1.01E-26,RPL7P1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000169379.16,373.0033049,3.608531949,2.17E-149,2.78E-147,ARL13B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000083845.9,2021.175024,3.60841048,1.16E-102,7.83E-101,RPS5,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000210049.1,4218.006955,3.605140301,6.82E-249,2.88E-246,MT-TF,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000251577.5,20.940836,3.602982415,7.25E-19,1.06E-17,AC105460.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000181350.12,1473.365985,3.602645764,3.38E-140,3.85E-138,LRRC75A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000033867.16,3829.595514,3.599524927,4.80E-186,9.63E-184,SLC4A7,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000282278.1,1033.028423,3.595076375,2.10E-219,6.37E-217,AC058822.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000244313.3,64.14412217,3.594939255,1.62E-49,4.92E-48,AC024293.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000235558.3,442.719737,3.594633391,2.21E-119,1.86E-117,AC146949.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000237550.5,826.8195044,3.589424547,2.81E-126,2.66E-124,AC243919.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000188641.13,557.939518,3.585499993,2.49E-172,4.19E-170,DPYD,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000232573.1,92.4573229,3.584679226,1.06E-57,3.75E-56,RPL3P4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000101745.17,12155.08247,3.583288472,1.08E-177,1.95E-175,ANKRD12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000237506.3,5.10836862,3.582814533,8.32E-06,6.08E-05,RPSAP15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000250222.2,29.61904569,3.58011803,2.99E-27,5.57E-26,AC008443.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000011052.21,3642.236084,3.568172851,1.32E-168,2.13E-166,NME1-NME2,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
