Index,UCSC_Gene_Symbol,Ingenuity_Gene_Symbol,Ingenuity_Gene_Description,Ingenuity_Gene_Product_Location,Ingenuity_Gene_Product_Type,Log2_Mean_CYTOSOL,Log2_Mean_LYSOSOME,Linear_Fold_Change_LYSOSOME_vs_CYTOSOL,Log2_Fold_Change_LYSOSOME_vs_CYTOSOL,Welch_Ttest_uncorrected_P_LYSOSOME_vs_CYTOSOL,Welch_Ttest_BH_FDR_corrected_P_LYSOSOME_vs_CYTOSOL
G20345,RPS14,RPS14,ribosomal protein S14,Cytoplasm,translation regulator,6.453954463,7.127461878,1.594945819,0.673507416,0.000400547,0.002745968
G21226,SLC10A4,SLC10A4,solute carrier family 10 member 4,Plasma Membrane,transporter,2.5,3.173078688,1.594471917,0.673078688,0.006915035,0.019550304
G13066,MAP3K13,MAP3K13,mitogen-activated protein kinase kinase kinase 13,Cytoplasm,kinase,6.654296809,7.326141961,1.593109191,0.671845152,1.40E-06,0.000106911
G10128,LIN7B,LIN7B,"lin-7 homolog B, crumbs cell polarity complex component",Cytoplasm,other,4.857654276,5.528637022,1.592157156,0.670982746,0.003144373,0.011102028
G18460,PNO1,PNO1,partner of NOB1 homolog,Nucleus,other,4.197134559,4.867416465,1.591383897,0.670281906,9.87E-05,0.001114345
G7218,GEN1,GEN1,GEN1 Holliday junction 5' flap endonuclease,Cytoplasm,enzyme,4.212281969,4.880749297,1.589383561,0.668467328,0.000217334,0.001807909
G15799,MTA3,MTA3,metastasis associated 1 family member 3,Nucleus,transcription regulator,5.691649754,6.35949196,1.588695028,0.667842206,0.000476291,0.003065612
G7903,H1F0,H1-0,H1.0 linker histone,Nucleus,other,7.480504617,8.147826905,1.588122599,0.667322289,2.29E-05,0.000451701
G3097,CD63,CD63,CD63 molecule,Plasma Membrane,other,6.642328105,7.309639226,1.588110305,0.667311121,4.60E-06,0.000195916
G3623,CKAP2,CKAP2,cytoskeleton associated protein 2,Cytoplasm,other,4.739119855,5.405456006,1.587037426,0.666336151,6.74E-05,0.000891153
G2463,C9orf16,BBLN,bublin coiled coil protein,Other,other,4.942693368,5.608924704,1.586922129,0.666231336,0.002199464,0.008586703
G1410,ATP5I,ATP5ME,ATP synthase membrane subunit e,Cytoplasm,transporter,5.714491585,6.379628926,1.585719223,0.665137341,0.00131224,0.006014405
G23576,TIGD2,TIGD2,tigger transposable element derived 2,Other,other,3.866757516,4.531254906,1.585015985,0.66449739,4.20E-05,0.000658673
G25544,XYLT2,XYLT2,xylosyltransferase 2,Cytoplasm,enzyme,4.156628015,4.820987677,1.584864677,0.664359662,0.00086906,0.004546161
G10061,LGI2,LGI2,leucine rich repeat LGI family member 2,Extracellular Space,other,8.855866221,9.51966459,1.584248192,0.663798369,7.67E-05,0.000958961
G7509,GOLIM4,GOLIM4,golgi integral membrane protein 4,Cytoplasm,other,5.169643841,5.831009713,1.581579276,0.661365872,0.000676233,0.003877634
G22527,SPINK5,SPINK5,serine peptidase inhibitor Kazal type 5,Extracellular Space,other,3.336933935,3.997218517,1.580394338,0.660284582,0.000584188,0.003503713
G16317,NEK7,NEK7,NIMA related kinase 7,Nucleus,kinase,6.082354959,6.741846768,1.579526136,0.659491809,0.00092592,0.004743572
G22376,SP1,SP1,Sp1 transcription factor,Nucleus,transcription regulator,6.197202962,6.856028703,1.578797064,0.658825741,4.63E-05,0.000699468
G8528,HSP90B1,HSP90B1,heat shock protein 90 beta family member 1,Cytoplasm,other,7.270122835,7.928742116,1.578571144,0.658619282,0.003215857,0.011276864
G2142,C1D,C1D,C1D nuclear receptor corepressor,Nucleus,transcription regulator,3.965856161,4.624295027,1.578373748,0.658438866,0.000501309,0.003157684
G7739,GRM4,GRM4,glutamate metabotropic receptor 4,Plasma Membrane,G-protein coupled receptor,5.126205628,5.784366991,1.578070176,0.658161363,0.000492389,0.003131348
G5538,EIF2B4,EIF2B4,eukaryotic translation initiation factor 2B subunit delta,Cytoplasm,translation regulator,4.49196809,5.149891423,1.577809832,0.657923333,0.00106304,0.005223803
G12869,LY6E,LY6E,lymphocyte antigen 6 family member E,Plasma Membrane,other,4.278955752,4.936366406,1.577249238,0.657410654,0.000255588,0.002015298
G3297,CECR2,CECR2,CECR2 histone acetyl-lysine reader,Nucleus,other,6.895898232,7.552882244,1.576782875,0.656984012,9.42E-05,0.001079891
G15965,MYL12A,MYL12A,myosin light chain 12A,Cytoplasm,other,4.958477787,5.615023456,1.576303864,0.65654567,0.000121985,0.00126928
G24481,TSPAN12,TSPAN12,tetraspanin 12,Plasma Membrane,other,2.848910986,3.50310414,1.573735575,0.654193155,0.007337453,0.020386744
G25711,ZDHHC12,ZDHHC12,zinc finger DHHC-type palmitoyltransferase 12,Cytoplasm,enzyme,2.5,3.15366949,1.57316445,0.65366949,0.00116618,0.005546063
G20248,RPL10,RPL10,ribosomal protein L10,Cytoplasm,translation regulator,7.270059242,7.922356283,1.571668596,0.652297041,1.50E-05,0.000361321
G4531,CYP4V2,CYP4V2,cytochrome P450 family 4 subfamily V member 2,Cytoplasm,enzyme,4.739252765,5.389591557,1.56953673,0.650338791,3.93E-05,0.000628725
G17718,PCDH11Y,PCDH11Y,protocadherin 11 Y-linked,Other,other,8.398127802,9.048071325,1.569106769,0.649943523,2.91E-05,0.000514787
G8540,HSPA5,HSPA5,heat shock protein family A (Hsp70) member 5,Cytoplasm,enzyme,6.614769728,7.263738924,1.568047427,0.648969195,0.003001156,0.010736468
G18829,PRDM5,PRDM5,PR/SET domain 5,Nucleus,transcription regulator,2.856385812,3.505353346,1.568045621,0.648967534,9.19E-05,0.001068388
G20328,RPP25,RPP25,ribonuclease P and MRP subunit p25,Nucleus,enzyme,4.416923912,5.065109276,1.567195722,0.648185364,0.001643665,0.007028284
G15755,MSI2,MSI2,musashi RNA binding protein 2,Cytoplasm,other,5.668637207,6.316812144,1.567184394,0.648174937,0.000166202,0.001514734
G7099,GAREM,GAREM1,GRB2 associated regulator of MAPK1 subtype 1,Nucleus,other,5.845090438,6.49263966,1.566504835,0.647549222,1.23E-06,9.93E-05
G20245,RPH3A,RPH3A,rabphilin 3A,Plasma Membrane,transporter,3.78306714,4.430348259,1.56621375,0.647281119,0.008346481,0.022436369
G20355,RPS19,RPS19,ribosomal protein S19,Cytoplasm,other,7.197742057,7.844246557,1.565370867,0.6465045,9.21E-05,0.001068571
G8731,IGDCC4,IGDCC4,immunoglobulin superfamily DCC subclass member 4,Plasma Membrane,other,5.55879801,6.205015349,1.565059318,0.646217339,0.00011079,0.001196974
G12639,LOXL3,LOXL3,lysyl oxidase like 3,Extracellular Space,enzyme,2.540705504,3.186915622,1.565051485,0.646210118,2.67E-05,0.000490129
G9081,ITGA8,ITGA8,integrin subunit alpha 8,Plasma Membrane,other,2.5,3.14597358,1.564794908,0.64597358,0.006350112,0.018350522
G25559,YIF1A,YIF1A,"Yip1 interacting factor homolog A, membrane trafficking protein",Cytoplasm,other,4.190808263,4.836661565,1.564664455,0.645853302,0.000214068,0.001789138
G4118,CRELD1,CRELD1,cysteine rich with EGF like domains 1,Other,other,5.279932872,5.925778265,1.564655877,0.645845392,0.000476979,0.003068449
G17822,PCSK1,PCSK1,proprotein convertase subtilisin/kexin type 1,Cytoplasm,peptidase,5.154552692,5.799704479,1.563903817,0.645151787,0.000235352,0.00191212
G22903,STXBP5-AS1,STXBP5-AS1, ,Other,other,2.75040641,3.394876033,1.563164515,0.644469622,4.15E-05,0.000654252
G2144,C1GALT1C1,C1GALT1C1,C1GALT1 specific chaperone 1,Cytoplasm,other,3.753113726,4.397462245,1.563033304,0.644348519,0.002086565,0.008280827
G24881,UG0898H09, , , , ,6.661734404,7.306040337,1.562987167,0.644305933,0.001447048,0.006467654
G25577,YPEL5,YPEL5,yippee like 5,Nucleus,other,7.332112974,7.976056297,1.562594372,0.643943323,0.000128039,0.001312471
G16003,MYO5B,MYO5B,myosin VB,Cytoplasm,enzyme,2.5,3.143868341,1.562513161,0.643868341,0.002580174,0.009644937
G5352,DYNLL1,DYNLL1,dynein light chain LC8-type 1,Cytoplasm,other,7.033284563,7.677140861,1.562500117,0.643856298,0.001955986,0.007948915
G22559,SPRED2,SPRED2,sprouty related EVH1 domain containing 2,Extracellular Space,cytokine,6.996826004,7.640593843,1.562404315,0.643767839,4.58E-06,0.000195916
G16037,MZT2B,MZT2B,mitotic spindle organizing protein 2B,Cytoplasm,other,6.210003696,6.85371058,1.562338303,0.643706884,0.00062527,0.003689451
G18323,PLCXD3,PLCXD3,phosphatidylinositol specific phospholipase C X domain containing 3,Plasma Membrane,other,4.937056881,5.580578519,1.562137708,0.643521638,9.91E-05,0.001117537
G1896,BTG2,BTG2,BTG anti-proliferation factor 2,Nucleus,transcription regulator,3.894782211,4.537953119,1.561757987,0.643170908,6.25E-05,0.000848988
G16760,NT5DC3,NT5DC3,5'-nucleotidase domain containing 3,Cytoplasm,other,3.200993711,3.843876323,1.561445929,0.642882612,0.000652141,0.003799203
G7027,GADD45G,GADD45G,growth arrest and DNA damage inducible gamma,Nucleus,other,2.862142971,3.503581332,1.559883582,0.641438361,0.001606644,0.006920505
G7680,GPX7,GPX7,glutathione peroxidase 7,Cytoplasm,enzyme,2.501765095,3.142984275,1.559646616,0.641219181,0.003906346,0.012951192
G20359,RPS21,RPS21,ribosomal protein S21,Cytoplasm,other,6.573198658,7.214219954,1.559432704,0.641021296,0.002919226,0.010519221
G188,ACP1,ACP1,acid phosphatase 1,Cytoplasm,phosphatase,7.044826726,7.685776855,1.559355781,0.640950129,0.000362213,0.002567161
G21600,SLC9A1,SLC9A1,solute carrier family 9 member A1,Plasma Membrane,ion channel,4.725233848,5.365999038,1.559155899,0.64076519,0.000464951,0.003019258
G13080,MAP4,MAP4,microtubule associated protein 4,Cytoplasm,other,8.724869721,9.365376194,1.558876323,0.640506473,0.000154322,0.001452142
G18423,PMFBP1,PMFBP1,polyamine modulated factor 1 binding protein 1,Cytoplasm,other,5.321079249,5.961290085,1.55855691,0.640210836,0.000254106,0.00200872
G8052,HEATR5B,HEATR5B,HEAT repeat containing 5B,Cytoplasm,other,6.387707625,7.027735219,1.558358965,0.640027594,1.56E-05,0.000368491
G24261,TRAPPC12,TRAPPC12,trafficking protein particle complex subunit 12,Nucleus,other,5.291234324,5.931018435,1.558095984,0.639784111,1.13E-05,0.000310942
G7696,GREB1,GREB1,growth regulating estrogen receptor binding 1,Cytoplasm,other,7.929989122,8.568590066,1.5568187,0.638600945,5.23E-05,0.000756511
G255,ACVR1,ACVR1,activin A receptor type 1,Plasma Membrane,kinase,4.377858486,5.016404345,1.556759258,0.638545858,0.000168789,0.001532571
G5800,ERF,ERF,ETS2 repressor factor,Nucleus,transcription regulator,4.092054532,4.73010175,1.556221286,0.638047218,5.25E-05,0.000756746
G20312,RPL41,RPL41,ribosomal protein L41,Cytoplasm,other,6.667326929,7.304626852,1.555415395,0.637299923,0.000364822,0.002575764
G3017,CCT4,CCT4,chaperonin containing TCP1 subunit 4,Cytoplasm,other,6.5755503,7.212634379,1.555182704,0.637084079,1.48E-05,0.000359745
G18642,PPFIA4,PPFIA4,PTPRF interacting protein alpha 4,Plasma Membrane,phosphatase,4.772660426,5.409466206,1.554882735,0.636805781,0.000768054,0.004203585
G3478,CHCHD10,CHCHD10,coiled-coil-helix-coiled-coil-helix domain containing 10,Cytoplasm,other,4.188965923,4.825149955,1.554212782,0.636184032,0.001442182,0.006462203
G8188,HIST1H2BD,H2BC5,H2B clustered histone 5,Nucleus,other,5.788468733,6.423967818,1.553475066,0.635499086,0.000194903,0.001689296
G12699,LRP4,LRP4,LDL receptor related protein 4,Extracellular Space,other,2.5,3.134593608,1.552500365,0.634593608,0.007118222,0.019942921
G21847,SNHG16,SNHG16,small nucleolar RNA host gene 16,Other,other,6.728892668,7.362908956,1.55187923,0.634016288,3.21E-05,0.000546382
G23720,TMEM106B,TMEM106B,transmembrane protein 106B,Cytoplasm,other,7.156826493,7.790766485,1.551797161,0.633939992,1.57E-05,0.000369827
G23601,TIMP2,TIMP2,TIMP metallopeptidase inhibitor 2,Extracellular Space,other,7.844253437,8.477303569,1.550840301,0.633050132,1.56E-05,0.000368491
G402,ADIPOR2,ADIPOR2,adiponectin receptor 2,Plasma Membrane,transmembrane receptor,6.626021662,7.258654298,1.550391575,0.632632636,0.000112708,0.001213759
G3974,COPS7A,COPS7A,COP9 signalosome subunit 7A,Cytoplasm,other,4.745909126,5.378481833,1.550327174,0.632572707,1.85E-05,0.00040869
G13030,MAN2A1,MAN2A1,mannosidase alpha class 2A member 1,Cytoplasm,enzyme,4.010820431,4.643144003,1.550059475,0.632323572,4.16E-05,0.000655699
G23034,SYNPO2,SYNPO2,synaptopodin 2,Cytoplasm,other,2.5,3.132063333,1.549779895,0.632063333,0.01184796,0.029070995
G21675,SMAD3,SMAD3,SMAD family member 3,Nucleus,transcription regulator,4.189897247,4.821306662,1.549077598,0.631409415,0.000489823,0.003123535
G22627,SRGAP2D,SRGAP2D,SLIT-ROBO Rho GTPase activating protein 2D (pseudogene),Other,other,6.154777451,6.786133605,1.549020411,0.631356154,1.81E-05,0.000405395
G17943,PEA15,PEA15,proliferation and apoptosis adaptor protein 15,Cytoplasm,transporter,7.03467387,7.665867633,1.548846062,0.631193764,0.000177016,0.001575411
G24189,TPI1,TPI1,triosephosphate isomerase 1,Cytoplasm,enzyme,7.860633822,8.4911323,1.548099799,0.630498478,0.000166093,0.001514734
G10418,LINC00657,NORAD,non-coding RNA activated by DNA damage,Other,other,9.523456703,10.15366399,1.54778736,0.630207283,0.000390193,0.002695402
G6265,FAM49A,CYRIA,CYFIP related Rac1 interactor A,Other,other,5.531521619,6.161703866,1.5477605,0.630182247,1.07E-05,0.000303522
G25146,VCAN,VCAN,versican,Extracellular Space,other,7.443073323,8.072920855,1.547401452,0.629847533,0.003269452,0.011393935
G22257,SNRNP27,SNRNP27,small nuclear ribonucleoprotein U4/U6.U5 subunit 27,Nucleus,other,7.001657715,7.631278727,1.54715851,0.629621012,0.000630049,0.003703355
G4011,COX5A,COX5A,cytochrome c oxidase subunit 5A,Cytoplasm,enzyme,6.016400437,6.645838418,1.546962239,0.629437981,2.54E-05,0.000479909
G1214,ARSB,ARSB,arylsulfatase B,Cytoplasm,enzyme,5.883386585,6.512701593,1.546830384,0.629315008,3.65E-05,0.000597392
G6096,FAM163A,FAM163A,family with sequence similarity 163 member A,Other,other,2.5,3.128564001,1.546025378,0.628564001,0.003870395,0.012887116
G4701,DDX1,DDX1,DEAD-box helicase 1,Nucleus,enzyme,6.529966553,7.158277156,1.545753854,0.628310603,0.000593023,0.003540038
G1824,BRCA1,BRCA1,BRCA1 DNA repair associated,Nucleus,transcription regulator,2.641776734,3.269814511,1.545461567,0.628037777,0.001077252,0.005268593
G23124,TAGLN2,TAGLN2,transgelin 2,Cytoplasm,other,2.5,3.127934501,1.545350938,0.627934501,0.000876023,0.004576798
G24646,TUBA1B,TUBA1B,tubulin alpha 1b,Cytoplasm,other,8.358591451,8.985713897,1.544481346,0.627122446,1.08E-05,0.00030535
G17745,PCDHAC2,PCDHAC2,"protocadherin alpha subfamily C, 2",Plasma Membrane,other,4.83989339,5.466751732,1.544198634,0.626858342,0.005079383,0.01558624
G21451,SLC35D2,SLC35D2,solute carrier family 35 member D2,Cytoplasm,transporter,3.588935974,4.21514757,1.54350654,0.626211595,0.004098925,0.013371639
G17896,PDIA3,PDIA3,protein disulfide isomerase family A member 3,Cytoplasm,peptidase,6.932608629,7.558693819,1.543371307,0.62608519,0.001657304,0.00707105
G21564,SLC6A15,SLC6A15,solute carrier family 6 member 15,Plasma Membrane,transporter,7.620736337,8.246754288,1.543299378,0.626017952,8.30E-05,0.001004519
G7683,GRAMD1B,GRAMD1B,GRAM domain containing 1B,Cytoplasm,transporter,4.372184152,4.997261969,1.542294012,0.625077817,0.004027998,0.01321324
G20306,RPL37A,RPL37A,ribosomal protein L37a,Cytoplasm,other,7.426820781,8.051762501,1.542148526,0.62494172,0.00033803,0.002443229
G5830,ERO1B,ERO1B,endoplasmic reticulum oxidoreductase 1 beta,Cytoplasm,enzyme,3.227613717,3.852351367,1.541930404,0.62473765,3.00E-05,0.000523419
G23714,TMEM100,TMEM100,transmembrane protein 100,Plasma Membrane,other,2.637475982,3.26186449,1.541557292,0.624388508,0.000248116,0.001973948
G19687,RBPMS,RBPMS,"RNA binding protein, mRNA processing factor",Cytoplasm,transcription regulator,3.819238918,4.443530199,1.541453406,0.624291281,0.000203879,0.001743582
G23481,TGFBR1,TGFBR1,transforming growth factor beta receptor 1,Plasma Membrane,kinase,8.992457076,9.616502742,1.541191,0.624045666,1.59E-05,0.000372442
G13059,MAP2K5,MAP2K5,mitogen-activated protein kinase kinase 5,Cytoplasm,kinase,5.048196832,5.671593296,1.540497631,0.623396464,2.08E-05,0.000429641
G20316,RPL7A,RPL7A,ribosomal protein L7a,Cytoplasm,other,7.973838796,8.597149943,1.540406533,0.623311147,9.50E-05,0.001086715
G23846,TMEM214,TMEM214,transmembrane protein 214,Extracellular Space,other,4.400946868,5.022410283,1.538434921,0.621463415,0.001474189,0.006541712
G6183,FAM212B,INKA2,inka box actin regulator 2,Nucleus,other,4.607829996,5.229050484,1.538175894,0.621220488,0.000162417,0.001501088
G20284,RPL26,RPL26,ribosomal protein L26,Cytoplasm,other,7.51689672,8.137064337,1.537053751,0.620167617,0.000125976,0.001300098
G17717,PCDH11X,PCDH11X,protocadherin 11 X-linked,Plasma Membrane,other,8.16939702,8.789144241,1.536605924,0.619747221,0.000102574,0.001144088
G20101,RNFT2,RNFT2,"ring finger protein, transmembrane 2",Other,other,5.703115911,6.32262654,1.536353952,0.619510629,0.00014021,0.001389001
G13456,MGMT,MGMT,O-6-methylguanine-DNA methyltransferase,Nucleus,enzyme,2.780974321,3.399922828,1.535755453,0.618948506,0.001088608,0.005301142
G13037,MANEA,MANEA,mannosidase endo-alpha,Cytoplasm,enzyme,4.646593165,5.265042948,1.535224652,0.618449783,7.45E-05,0.000941597
G16507,NME4,NME4,NME/NM23 nucleoside diphosphate kinase 4,Cytoplasm,kinase,4.501148465,5.118275474,1.533817685,0.617127009,0.000150802,0.001432294
G10594,LINC01021,PURPL,p53 upregulated regulator of p53 levels,Other,other,2.5,3.116258808,1.532894925,0.616258808,0.004192304,0.013604135
G2012,C12orf75,C12orf75,chromosome 12 open reading frame 75,Other,other,2.91670535,3.532447412,1.532345969,0.615742062,0.001102357,0.005338746
G20348,RPS15A,RPS15A,ribosomal protein S15a,Cytoplasm,other,7.144391047,7.759235986,1.531393393,0.614844939,0.000863722,0.004533538
G16327,NEMP1,NEMP1,nuclear envelope integral membrane protein 1,Nucleus,other,3.698610472,4.313199614,1.531121894,0.614589141,0.000799665,0.004316033
G8444,HPS1,HPS1,HPS1 biogenesis of lysosomal organelles complex 3 subunit 1,Cytoplasm,other,3.23742226,3.851158551,1.530217036,0.61373629,0.01751771,0.039091787
G7540,GPATCH11,GPATCH11,G-patch domain containing 11,Nucleus,other,5.686501287,6.300213568,1.53019157,0.61371228,8.01E-05,0.000981724
G6656,FKBP9,FKBP9,FKBP prolyl isomerase 9,Cytoplasm,enzyme,5.304911421,5.918186884,1.529728331,0.613275463,0.000333854,0.002428614
G23758,TMEM141,TMEM141,transmembrane protein 141,Other,other,3.353030713,3.965941453,1.529341655,0.612910741,0.000847372,0.00448377
G22995,SYBU,SYBU,syntabulin,Cytoplasm,other,4.525526066,5.138194382,1.529084692,0.612668316,0.000166469,0.001514832
G24162,TP53I11,TP53I11,tumor protein p53 inducible protein 11,Other,other,8.123413545,8.735961646,1.528957284,0.612548101,0.000146125,0.001417033
G16270,NDUFB9,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9,Cytoplasm,enzyme,6.305955966,6.918411132,1.528858795,0.612455166,0.000304866,0.002271596
G7999,HCG11,HCG11,HLA complex group 11,Other,other,4.906925997,5.518701831,1.52813906,0.611775834,7.18E-05,0.000916045
G23455,TFDP2,TFDP2,transcription factor Dp-2,Nucleus,transcription regulator,5.537493982,6.148947453,1.527797644,0.611453471,0.000329431,0.002406324
G2969,CCNB1IP1,CCNB1IP1,cyclin B1 interacting protein 1,Nucleus,enzyme,4.302449796,4.913768874,1.527655329,0.611319078,0.002077757,0.008266943
G25642,ZBTB38,ZBTB38,zinc finger and BTB domain containing 38,Nucleus,transcription regulator,5.391463806,6.002707985,1.527576022,0.611244179,1.77E-05,0.000398871
G13118,MAPRE3,MAPRE3,microtubule associated protein RP/EB family member 3,Cytoplasm,enzyme,6.268013481,6.879035847,1.527341175,0.611022365,1.02E-05,0.000297657
G20864,SEMA6A,SEMA6A,semaphorin 6A,Plasma Membrane,transmembrane receptor,7.026689554,7.637215785,1.526816023,0.610526232,8.78E-05,0.001038224
G23452,TFCP2,TFCP2,transcription factor CP2,Nucleus,transcription regulator,4.720873815,5.331273143,1.526681726,0.610399329,7.37E-05,0.000933875
G24565,TTC39A,TTC39A,tetratricopeptide repeat domain 39A,Cytoplasm,other,2.717914805,3.328167878,1.526526965,0.610253074,0.001943779,0.007917468
G4962,DKFZP586I1420,DKFZP586I1420,uncharacterized protein DKFZp586I1420,Other,other,4.042717887,4.652787625,1.526332988,0.610069738,0.000321959,0.002367078
G9088,ITGAV,ITGAV,integrin subunit alpha V,Plasma Membrane,transmembrane receptor,4.977426292,5.586890653,1.525692649,0.609464361,0.000748797,0.00414798
G18092,PHLDA1,PHLDA1,pleckstrin homology like domain family A member 1,Cytoplasm,other,6.716301115,7.325653015,1.525573724,0.6093519,8.21E-05,0.001000012
G23746,TMEM132A,TMEM132A,transmembrane protein 132A,Cytoplasm,other,7.603649976,8.212744909,1.525302019,0.609094933,6.66E-05,0.000887807
G18654,PPIB,PPIB,peptidylprolyl isomerase B,Cytoplasm,enzyme,6.659813881,7.267967532,1.524307164,0.608153651,0.001269563,0.005881913
G4436,CXorf57,RADX,"RPA1 related single stranded DNA binding protein, X-linked",Nucleus,other,3.506315584,4.112826994,1.522573011,0.606511411,0.008725922,0.023142545
G2997,CCNYL2,CCNYL2,cyclin Y like 2 (pseudogene),Other,other,2.5,3.10556785,1.521577534,0.60556785,0.006360079,0.018375042
G8610,HYPK,HYPK,huntingtin interacting protein K,Cytoplasm,other,6.065208885,6.670384397,1.521163801,0.605175513,9.23E-05,0.001068801
G7710,GRID2,GRID2,glutamate ionotropic receptor delta type subunit 2,Plasma Membrane,ion channel,2.5,3.105066815,1.521049195,0.605066815,0.011997785,0.029339221
G1000,APRT,APRT,adenine phosphoribosyltransferase,Cytoplasm,enzyme,3.990045416,4.593956786,1.519831485,0.60391137,0.004424281,0.01416432
G20261,RPL14,RPL14,ribosomal protein L14,Cytoplasm,other,7.706874429,8.309808465,1.518802245,0.602934036,0.000100603,0.001128736
G3947,COMMD1,COMMD1,copper metabolism domain containing 1,Nucleus,transporter,4.521859056,5.124633723,1.518634477,0.602774666,8.43E-05,0.001015322
G24287,TREX1,TREX1,three prime repair exonuclease 1,Nucleus,enzyme,2.72318888,3.325921573,1.518590294,0.602732692,0.00023472,0.001910254
G7937,HAGH,HAGH,hydroxyacylglutathione hydrolase,Cytoplasm,enzyme,5.944356157,6.546778151,1.518263286,0.602421994,0.000678998,0.003891687
G17439,OSTM1,OSTM1,osteoclastogenesis associated transmembrane protein 1,Cytoplasm,other,6.236075485,6.838238634,1.517990907,0.602163149,1.97E-05,0.000417585
G18105,PHPT1,PHPT1,phosphohistidine phosphatase 1,Cytoplasm,phosphatase,5.998703629,6.600784216,1.517904039,0.602080587,0.002701559,0.009969484
G1101,ARHGEF25,ARHGEF25,Rho guanine nucleotide exchange factor 25,Cytoplasm,other,5.657048249,6.259000984,1.517769528,0.601952735,0.000206281,0.001749999
G4815,DENND1B,DENND1B,DENN domain containing 1B,Other,other,6.142455682,6.744327802,1.51768472,0.60187212,3.62E-06,0.000179735
G25745,ZFAS1,ZFAS1,ZNFX1 antisense RNA 1,Other,other,4.499132434,5.100792515,1.517461675,0.601660081,0.000879697,0.004592122
G20263,RPL17,RPL17,ribosomal protein L17,Cytoplasm,other,7.822685488,8.424069829,1.517171674,0.601384342,0.001666852,0.007104457
G9252,KCND1,KCND1,potassium voltage-gated channel subfamily D member 1,Plasma Membrane,ion channel,2.547975839,3.149353163,1.517164294,0.601377324,9.85E-05,0.001113575
G13231,MCM5,MCM5,minichromosome maintenance complex component 5,Nucleus,enzyme,2.593047629,3.19415322,1.516878562,0.601105591,0.000169684,0.001535074
G23039,SYP,SYP,synaptophysin,Cytoplasm,transporter,8.230257326,8.830954537,1.516449243,0.600697211,6.73E-06,0.000245573
G1312,ATAD2B,ATAD2B,ATPase family AAA domain containing 2B,Nucleus,other,6.685504765,7.285770523,1.515995801,0.600265758,4.29E-06,0.000191871
G18847,PREX2,PREX2,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2",Cytoplasm,other,3.279812103,3.879413117,1.515297444,0.599601014,0.000896734,0.004647803
G20343,RPS12,RPS12,ribosomal protein S12,Cytoplasm,other,6.704663104,7.303608384,1.514608868,0.59894528,0.000567478,0.003441439
G9550,KIRREL3,KIRREL3,kirre like nephrin family adhesion molecule 3,Extracellular Space,other,6.054335917,6.65311233,1.514431594,0.598776414,0.000130505,0.001326765
G6909,FSTL4,FSTL4,follistatin like 4,Cytoplasm,other,2.5,3.098178405,1.513803979,0.598178405,0.00596228,0.017569533
G9071,ITGA1,ITGA1,integrin subunit alpha 1,Plasma Membrane,other,2.5,3.098171806,1.513797056,0.598171806,0.004697055,0.014759962
G1291,ASPH,ASPH,aspartate beta-hydroxylase,Cytoplasm,enzyme,5.785198735,6.383040896,1.513451204,0.597842161,0.000128127,0.001312471
G6727,FLT1,FLT1,fms related receptor tyrosine kinase 1,Plasma Membrane,kinase,2.848737734,3.446472709,1.513338765,0.597734975,0.011274144,0.028068798
G5100,DNAJC3,DNAJC3,DnaJ heat shock protein family (Hsp40) member C3,Cytoplasm,other,4.649483205,5.247211229,1.513331474,0.597728024,0.000564683,0.003433096
G25238,VPS54,VPS54,VPS54 subunit of GARP complex,Extracellular Space,other,5.815003664,6.412117102,1.512686935,0.597113439,5.23E-06,0.0002108
G22990,SWAP70,SWAP70,switching B cell complex subunit SWAP70,Cytoplasm,other,2.767079314,3.364030512,1.512516833,0.596951198,0.000104564,0.001160021
G5527,EIF1AY,EIF1AY,eukaryotic translation initiation factor 1A Y-linked,Other,translation regulator,3.444736585,4.041608151,1.512433349,0.596871566,0.005471129,0.0164905
G8770,IGSF3,IGSF3,immunoglobulin superfamily member 3,Plasma Membrane,other,6.771425435,7.368227491,1.51236048,0.596802056,0.000211882,0.001778972
G17977,PEX13,PEX13,peroxisomal biogenesis factor 13,Cytoplasm,transporter,5.30928881,5.905598242,1.511844156,0.596309432,0.00079078,0.004282988
G20357,RPS2,RPS2,ribosomal protein S2,Cytoplasm,other,8.343304059,8.93941771,1.511639006,0.596113651,0.000108936,0.001186243
G19706,RCN1,RCN1,reticulocalbin 1,Cytoplasm,other,7.138169915,7.733624919,1.510949041,0.595455005,8.83E-06,0.000280698
G98,ABHD12,ABHD12,"abhydrolase domain containing 12, lysophospholipase",Plasma Membrane,enzyme,6.091624715,6.686806411,1.51066283,0.595181696,2.63E-05,0.000486349
G2522,CACNA1A,CACNA1A,calcium voltage-gated channel subunit alpha1 A,Plasma Membrane,ion channel,6.702213835,6.108175677,-1.509465893,-0.594038159,0.0002433,0.001951905
G18457,PNMAL2,PNMA8B,PNMA family member 8B,Other,other,4.567953255,3.973565661,-1.509831545,-0.594387595,0.001120291,0.005404501
G10084,LHX4-AS1,LHX4-AS1,LHX4 antisense RNA 1,Other,other,3.526277449,2.93110156,-1.510656748,-0.595175888,0.00399481,0.013146093
