Index,UCSC_Gene_Symbol,Ingenuity_Gene_Symbol,Ingenuity_Gene_Description,Ingenuity_Gene_Product_Location,Ingenuity_Gene_Product_Type,Log2_Mean_CYTOSOL,Log2_Mean_LYSOSOME,Linear_Fold_Change_LYSOSOME_vs_CYTOSOL,Log2_Fold_Change_LYSOSOME_vs_CYTOSOL,Welch_Ttest_uncorrected_P_LYSOSOME_vs_CYTOSOL,Welch_Ttest_BH_FDR_corrected_P_LYSOSOME_vs_CYTOSOL
G16938,OGFR,OGFR,opioid growth factor receptor,Plasma Membrane,other,4.895287155,4.758496272,-1.099456773,-0.136790883,0.056304358,0.098247461
G7417,GNAQ,GNAQ,G protein subunit alpha q,Plasma Membrane,enzyme,8.773094351,8.71691553,-1.039708298,-0.056178821,0.056342309,0.098299853
G10585,LINC01012,LINC01012, ,Other,other,2.795639351,2.528455816,-1.203456116,-0.267183535,0.056373111,0.098331259
G25053,USP27X,USP27X,ubiquitin specific peptidase 27 X-linked,Other,peptidase,4.008784179,3.75409829,-1.193075952,-0.254685888,0.056376166,0.098331259
G25015,USP16,USP16,ubiquitin specific peptidase 16,Cytoplasm,peptidase,5.438599612,5.577249753,1.100874599,0.13865014,0.05644322,0.098434373
G19213,PTK7,PTK7,protein tyrosine kinase 7 (inactive),Plasma Membrane,kinase,5.682364323,5.835965954,1.112342929,0.153601631,0.056460385,0.098450465
G16529,NNT-AS1,NNT-AS1,NNT antisense RNA 1,Other,other,4.80121274,4.906939609,1.07603639,0.105726869,0.05650106,0.098497671
G13274,MECR,MECR,mitochondrial trans-2-enoyl-CoA reductase,Cytoplasm,enzyme,4.570792707,4.659272969,1.063249563,0.088480262,0.05650334,0.098497671
G17642,PARP16,PARP16,poly(ADP-ribose) polymerase family member 16,Cytoplasm,enzyme,3.740507083,3.437488063,-1.233723435,-0.30301902,0.056610793,0.098671117
G5005,DLST,DLST,dihydrolipoamide S-succinyltransferase,Cytoplasm,enzyme,6.192986032,6.288846442,1.068702582,0.09586041,0.056624713,0.09868138
G8881,ILF3-AS1,ILF3-DT,ILF3 divergent transcript,Other,other,5.086080906,4.858835249,-1.17059795,-0.227245657,0.056632594,0.09868138
G8051,HEATR5A,HEATR5A,HEAT repeat containing 5A,Other,other,3.699089077,4.028718479,1.256690516,0.329629402,0.056655015,0.098706582
G19858,RHBDD2,RHBDD2,rhomboid domain containing 2,Plasma Membrane,other,6.86267364,6.985702731,1.089018975,0.123029091,0.056736131,0.098834022
G7533,GPALPP1,GPALPP1,GPALPP motifs containing 1,Other,other,4.685457658,4.496952215,-1.139582556,-0.188505443,0.056751039,0.098846109
G4814,DENND1A,DENND1A,DENN domain containing 1A,Plasma Membrane,other,5.164685528,4.973882278,-1.141399036,-0.190803249,0.05682159,0.098955095
G3482,CHCHD5,CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5,Other,other,3.475337198,3.662894963,1.138834233,0.187557766,0.056876189,0.099036273
G21632,SLF2,SLF2,SMC5-SMC6 complex localization factor 2,Extracellular Space,other,6.421301561,6.573045988,1.110911913,0.151744427,0.057007526,0.099239122
G19944,RLTPR,CARMIL2,capping protein regulator and myosin 1 linker 2,Plasma Membrane,other,4.006838956,3.793722594,-1.159189444,-0.213116362,0.057008687,0.099239122
G12791,LRRFIP1,LRRFIP1,LRR binding FLII interacting protein 1,Cytoplasm,transcription regulator,6.350234158,6.258298561,-1.065799157,-0.091935597,0.057108037,0.099398118
G2195,C1orf56,C1orf56,chromosome 1 open reading frame 56,Other,other,2.95082137,2.802272055,-1.108454318,-0.148549315,0.057128261,0.099408605
G21527,SLC48A1,SLC48A1,solute carrier family 48 member 1,Cytoplasm,transporter,5.138193886,5.352165331,1.159876698,0.213971446,0.057130092,0.099408605
G15480,MMAB,MMAB,metabolism of cobalamin associated B,Cytoplasm,enzyme,5.7869358,5.699272866,-1.062647372,-0.087662934,0.057163886,0.099453454
G1443,ATP6V1G1,ATP6V1G1,ATPase H+ transporting V1 subunit G1,Cytoplasm,transporter,8.213026276,8.452315853,1.180411251,0.239289577,0.057189042,0.099483266
G2130,C19orf54,C19orf54,chromosome 19 open reading frame 54,Other,other,3.521218325,3.695786615,1.128626626,0.17456829,0.057230411,0.09954127
G7112,GAS6,GAS6,growth arrest specific 6,Extracellular Space,growth factor,4.736857741,4.910433607,1.127850515,0.173575866,0.057342623,0.099722455
G7778,GSK3B,GSK3B,glycogen synthase kinase 3 beta,Nucleus,kinase,8.663712008,8.581963756,-1.058299707,-0.081748252,0.057385554,0.099783124
G23765,TMEM14B,TMEM14B,transmembrane protein 14B,Other,other,5.064531789,5.300310602,1.177542241,0.235778814,0.057412327,0.099815684
G24882,UGCG,UGCG,UDP-glucose ceramide glucosyltransferase,Cytoplasm,enzyme,6.753981898,6.822286532,1.048483846,0.068304634,0.057459569,0.099883817
G8968,IP6K2,IP6K2,inositol hexakisphosphate kinase 2,Cytoplasm,kinase,6.792581937,6.644624473,-1.10799968,-0.147957465,0.057503334,0.099934978
G26157,ZNF571,ZNF571,zinc finger protein 571,Nucleus,other,3.109999738,2.809192582,-1.231833404,-0.300807156,0.057505115,0.099934978
G18536,POLR3E,POLR3E,RNA polymerase III subunit E,Nucleus,transcription regulator,5.959915763,5.838213057,-1.088018213,-0.121702706,0.057521278,0.099949063
G16271,NDUFC1,NDUFC1,NADH:ubiquinone oxidoreductase subunit C1,Cytoplasm,enzyme,5.118520128,5.411360129,1.225049463,0.292840001,0.057550596,0.099985998
G24771,UBE2D1,UBE2D1,ubiquitin conjugating enzyme E2 D1,Cytoplasm,enzyme,6.186865496,5.994520064,-1.142619798,-0.192345432,0.057587361,0.10003586
G454,AFMID,AFMID,arylformamidase,Nucleus,enzyme,2.978193133,3.17569843,1.146713747,0.197505298,0.057609981,0.100061139
G9174,JOSD2,JOSD2,Josephin domain containing 2,Cytoplasm,enzyme,2.5,2.609771288,1.079057159,0.109771288,0.057639392,0.100098205
G7405,GMPS,GMPS,guanine monophosphate synthase,Nucleus,enzyme,5.095225645,5.257020119,1.118677723,0.161794474,0.057656439,0.100113792
G26268,ZNF701,ZNF701,zinc finger protein 701,Nucleus,transcription regulator,3.433266318,3.190019789,-1.183653268,-0.243246529,0.057694627,0.100164614
G25883,ZNF19,ZNF19,zinc finger protein 19,Nucleus,transcription regulator,2.937145676,2.743104804,-1.143963382,-0.194040873,0.05770186,0.100164614
G16975,OPA3,OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3,Cytoplasm,other,4.463857021,4.677440323,1.159564685,0.213583301,0.057742699,0.100211562
G21334,SLC25A16,SLC25A16,solute carrier family 25 member 16,Cytoplasm,transporter,3.671688622,3.937882914,1.2026312,0.266194292,0.057745065,0.100211562
G20517,RXRG,RXRG,retinoid X receptor gamma,Nucleus,ligand-dependent nuclear receptor,3.705360406,3.5904885,-1.082878895,-0.114871907,0.057826766,0.100339309
G3210,CDK19,CDK19,cyclin dependent kinase 19,Nucleus,kinase,5.204784071,5.073383772,-1.095356353,-0.131400299,0.057836092,0.100341453
G23950,TMEM69,TMEM69,transmembrane protein 69,Other,other,3.754789575,3.899921447,1.105831729,0.145131872,0.057853697,0.100357958
G19241,PTPN9,PTPN9,protein tyrosine phosphatase non-receptor type 9,Cytoplasm,phosphatase,6.178024852,6.102481746,-1.053757651,-0.075543106,0.058015421,0.100624425
G20236,RPARP-AS1,C10orf95-AS1,C10orf95 antisense RNA 1,Other,other,4.140209501,3.874053041,-1.202599664,-0.26615646,0.058036793,0.100637619
G16257,NDUFAF6,NDUFAF6,NADH:ubiquinone oxidoreductase complex assembly factor 6,Cytoplasm,other,4.101015446,3.912727669,-1.139410634,-0.188287776,0.058039256,0.100637619
G25972,ZNF318,ZNF318,zinc finger protein 318,Nucleus,other,6.033547233,5.819205844,-1.160174158,-0.214341389,0.058126116,0.100774142
G9676,KPNA1,KPNA1,karyopherin subunit alpha 1,Nucleus,transporter,6.657416993,6.77844411,1.087508832,0.121027117,0.058186988,0.100856672
G9566,KLF10,KLF10,KLF transcription factor 10,Nucleus,transcription regulator,3.537666199,3.680517203,1.104084816,0.142851004,0.058189982,0.100856672
G17968,PES1,PES1,pescadillo ribosomal biogenesis factor 1,Nucleus,other,5.440262421,5.319368191,-1.087408666,-0.12089423,0.05819999,0.100859924
G24454,TSEN2,TSEN2,tRNA splicing endonuclease subunit 2,Cytoplasm,enzyme,3.847514789,3.520229277,-1.254650478,-0.327285513,0.058225924,0.10089077
G18626,PPARD,PPARD,peroxisome proliferator activated receptor delta,Nucleus,ligand-dependent nuclear receptor,4.845448981,4.987940699,1.103809891,0.142491718,0.05840592,0.101188522
G22916,SUDS3,SUDS3,"SDS3 homolog, SIN3A corepressor complex component",Nucleus,transcription regulator,7.034338686,6.96401902,-1.049949301,-0.070319665,0.058445014,0.101242111
G19192,PTGES2,PTGES2,prostaglandin E synthase 2,Cytoplasm,transcription regulator,5.826501851,6.022945026,1.145869839,0.196443175,0.058455535,0.101246194
G21771,SMPDL3A,SMPDL3A,sphingomyelin phosphodiesterase acid like 3A,Extracellular Space,enzyme,3.601304738,3.814660248,1.159381612,0.213355509,0.058488416,0.101289
G8135,HIBADH,HIBADH,3-hydroxyisobutyrate dehydrogenase,Cytoplasm,enzyme,3.129021146,3.415021786,1.219255635,0.28600064,0.058507062,0.101307147
G22685,SSH2,SSH2,slingshot protein phosphatase 2,Cytoplasm,phosphatase,7.204178779,7.074609785,-1.093966829,-0.129568994,0.058522589,0.101319886
G16600,NPDC1,NPDC1,"neural proliferation, differentiation and control 1",Extracellular Space,other,6.733027736,6.89838073,1.121440435,0.165352994,0.058560153,0.101370772
G9135,IWS1,IWS1,"interacts with SUPT6H, CTD assembly factor 1",Nucleus,enzyme,6.488329449,6.381629508,-1.076762403,-0.106699941,0.058610073,0.101435602
G1673,BDNF-AS,BDNF-AS,BDNF antisense RNA,Other,other,2.5,2.636829302,1.099486052,0.136829302,0.058613961,0.101435602
G7927,HABP4,HABP4,hyaluronan binding protein 4,Cytoplasm,other,5.764345278,5.87813673,1.082068215,0.113791452,0.058642397,0.101470655
G5360,DYRK2,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2,Cytoplasm,kinase,6.222115082,6.355360061,1.096757809,0.133244979,0.058679646,0.101507811
G25208,VPS11,VPS11,VPS11 core subunit of CORVET and HOPS complexes,Cytoplasm,transporter,5.137422372,5.010153287,-1.092224243,-0.127269084,0.058680239,0.101507811
G20280,RPL23AP82,RPL23AP82,ribosomal protein L23a pseudogene 82,Other,other,4.818812653,4.714443325,-1.075024343,-0.104369329,0.058692485,0.101514837
G5354,DYNLRB1,DYNLRB1,dynein light chain roadblock-type 1,Cytoplasm,other,6.595242362,6.808508719,1.159309969,0.213266357,0.058730836,0.101567004
G9531,KIFC2,KIFC2,kinesin family member C2,Cytoplasm,other,4.877881118,5.050605364,1.127184944,0.172724246,0.058774332,0.101618527
G25381,WDR83,WDR83,WD repeat domain 83,Nucleus,other,3.719097086,3.575433549,-1.104706817,-0.143663538,0.058777015,0.101618527
G5783,ERBB2IP,ERBIN,erbb2 interacting protein,Cytoplasm,other,6.499737844,6.426895813,-1.051786606,-0.07284203,0.058818493,0.101676066
G16238,NDUFA12,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12,Cytoplasm,enzyme,4.784227896,4.971160406,1.138340776,0.18693251,0.05886978,0.101750542
G10773,LINC01278,LINC01278,long intergenic non-protein coding RNA 1278,Other,other,4.596812508,4.458034749,-1.100971985,-0.138777759,0.058936105,0.101850984
G20737,SCNN1D,SCNN1D,sodium channel epithelial 1 subunit delta,Plasma Membrane,ion channel,2.617934131,2.5,-1.085179825,-0.117934131,0.058959909,0.101864829
G20831,SECISBP2,SECISBP2,SECIS binding protein 2,Cytoplasm,translation regulator,6.313844169,6.209023049,-1.075361048,-0.10482112,0.058960542,0.101864829
G3347,CENPW,CENPW,centromere protein W,Nucleus,other,2.5,2.606096631,1.076312214,0.106096631,0.059203158,0.102269744
G2507,CAAP1,CAAP1,caspase activity and apoptosis inhibitor 1,Other,other,4.649649884,4.748548874,1.070955838,0.09889899,0.059219064,0.102282975
G1035,ARFGAP2,ARFGAP2,ADP ribosylation factor GTPase activating protein 2,Nucleus,other,5.83219811,5.695450239,-1.099423995,-0.136747871,0.059245532,0.102314444
G2980,CCNF,CCNF,cyclin F,Nucleus,other,4.794470244,4.713729112,-1.057561185,-0.080741132,0.059262519,0.102329531
G15870,MTUS1,MTUS1,microtubule associated scaffold protein 1,Extracellular Space,other,3.57503873,3.330422965,-1.184777185,-0.244615764,0.05930361,0.102386229
G1333,ATG12,ATG12,autophagy related 12,Cytoplasm,other,6.937320502,7.083086209,1.106317673,0.145765707,0.059329891,0.102417346
G4323,CTDSP2,CTDSP2,CTD small phosphatase 2,Nucleus,phosphatase,5.909601886,5.820914869,-1.06340195,-0.088687017,0.059424576,0.10256652
G21779,SMTNL2,SMTNL2,smoothelin like 2,Other,other,2.825451667,2.585795158,-1.180711512,-0.239656508,0.059442348,0.10258292
G8151,HILPDA,HILPDA,hypoxia inducible lipid droplet associated,Cytoplasm,other,3.330470433,2.974740756,-1.279632622,-0.355729677,0.059618775,0.102861119
G17572,PAK2,PAK2,p21 (RAC1) activated kinase 2,Cytoplasm,kinase,8.520394983,8.61317675,1.066424453,0.092781767,0.059620139,0.102861119
G3792,CMTM4,CMTM4,CKLF like MARVEL transmembrane domain containing 4,Extracellular Space,cytokine,5.442655636,5.214748731,-1.171134607,-0.227906905,0.059647322,0.102893704
G20487,RUFY1,RUFY1,RUN and FYVE domain containing 1,Cytoplasm,other,4.956169843,4.840278711,-1.08364419,-0.115891132,0.05969027,0.102946808
G22323,SOCS3,SOCS3,suppressor of cytokine signaling 3,Cytoplasm,phosphatase,2.749373613,2.5,-1.188690899,-0.249373613,0.059694706,0.102946808
G26332,ZNF782,ZNF782,zinc finger protein 782,Cytoplasm,transcription regulator,3.724108118,3.50326578,-1.165413832,-0.220842338,0.059708017,0.102947042
G15718,MRPS9,MRPS9,mitochondrial ribosomal protein S9,Cytoplasm,other,5.262345254,5.482353917,1.16474058,0.220008663,0.059711442,0.102947042
G26090,ZNF493,ZNF493,zinc finger protein 493,Nucleus,transcription regulator,4.207860759,4.407071306,1.14806995,0.199210546,0.059763261,0.103022061
G16517,NMRAL1,NMRAL1,NmrA like redox sensor 1,Nucleus,other,3.419236264,3.123067995,-1.22787889,-0.296168269,0.059791744,0.103056838
G21851,SNHG20,SNHG20,small nucleolar RNA host gene 20,Other,other,3.831706707,3.980987097,1.109016162,0.149280391,0.059847019,0.103137776
G4135,CRISPLD1,CRISPLD1,cysteine rich secretory protein LCCL domain containing 1,Cytoplasm,other,4.574072962,4.81356927,1.18058041,0.239496307,0.059943238,0.103289244
G25069,USP37,USP37,ubiquitin specific peptidase 37,Nucleus,peptidase,6.269411239,6.160477092,-1.078431205,-0.108934148,0.059979743,0.103333255
G1993,C11orf98,C11orf98,chromosome 11 open reading frame 98,Other,other,5.048268727,5.310605885,1.199420186,0.262337158,0.059985442,0.103333255
G24163,TP53I13,TP53I13,tumor protein p53 inducible protein 13,Cytoplasm,other,2.5,2.780668221,1.2147574,0.280668221,0.060023214,0.103383964
G4231,CSPP1,CSPP1,centrosome and spindle pole associated protein 1,Cytoplasm,other,5.049930148,5.188953365,1.101159318,0.139023217,0.060033566,0.103387436
G4023,COX7C,COX7C,cytochrome c oxidase subunit 7C,Cytoplasm,enzyme,7.613679452,7.98299114,1.291736394,0.369311688,0.060061541,0.103421254
G23287,TCEAL4,TCEAL4,transcription elongation factor A like 4,Other,other,6.557204089,6.689201191,1.095809566,0.131997102,0.06013201,0.103528222
G20715,SCLY,SCLY,selenocysteine lyase,Cytoplasm,enzyme,3.153374037,3.308423144,1.113459518,0.155049107,0.060148636,0.103542474
G16473,NLGN1,NLGN1,neuroligin 1,Plasma Membrane,enzyme,5.480917359,5.567988286,1.062211406,0.087070927,0.060200341,0.103617102
G26384,ZNF85,ZNF85,zinc finger protein 85,Nucleus,transcription regulator,3.772891796,3.514188178,-1.196403153,-0.258703618,0.06022119,0.103638604
G16836,NUP188,NUP188,nucleoporin 188,Nucleus,other,5.508554489,5.270106368,-1.179722973,-0.238448121,0.060241354,0.103658923
G2013,C12orf76,C12orf76,chromosome 12 open reading frame 76,Other,other,4.798020782,4.998374605,1.148980109,0.200353822,0.060270005,0.103693837
G22839,STK39,STK39,serine/threonine kinase 39,Nucleus,kinase,6.37810236,6.488369947,1.079428427,0.110267586,0.060370436,0.103852221
G3553,CHRNA1,CHRNA1,cholinergic receptor nicotinic alpha 1 subunit,Plasma Membrane,transmembrane receptor,2.5,2.665107548,1.121249661,0.165107548,0.060382412,0.103858418
G24931,UNC119,UNC119,unc-119 lipid binding chaperone,Cytoplasm,other,5.12590262,4.989326147,-1.099293386,-0.136576473,0.060448767,0.103954235
G8987,IQCB1,IQCB1,IQ motif containing B1,Extracellular Space,other,3.89352275,4.05430502,1.117893127,0.16078227,0.060454882,0.103954235
G22289,SNX13,SNX13,sorting nexin 13,Cytoplasm,transporter,6.176606156,6.29733969,1.087287551,0.120733535,0.060474371,0.103973332
G13434,MGAT5,MGAT5,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase",Cytoplasm,enzyme,7.097386127,7.247956693,1.110008378,0.150570566,0.060516625,0.104025019
G3745,CLP1,CLP1,cleavage factor polyribonucleotide kinase subunit 1,Nucleus,kinase,3.502981112,3.303048356,-1.148644815,-0.199932756,0.060521208,0.104025019
G15989,MYO18A,MYO18A,myosin XVIIIA,Cytoplasm,other,7.031143345,6.657601253,-1.295529703,-0.373542093,0.06060605,0.104156414
G1261,ASCC2,ASCC2,activating signal cointegrator 1 complex subunit 2,Nucleus,other,5.384314103,5.258268944,-1.091298036,-0.126045159,0.060641316,0.104202582
G9235,KCNA3,KCNA3,potassium voltage-gated channel subfamily A member 3,Plasma Membrane,ion channel,3.76846327,3.554565304,-1.159817624,-0.213897966,0.060723027,0.104328537
G86,ABCF1,ABCF1,ATP binding cassette subfamily F member 1,Cytoplasm,transporter,5.864028144,5.988760566,1.090305494,0.124732422,0.060734723,0.104334178
G26329,ZNF780A,ZNF780A,zinc finger protein 780A,Other,other,5.458085127,5.3783725,-1.056807512,-0.079712626,0.060763622,0.104369368
G3403,CES3,CES3,carboxylesterase 3,Cytoplasm,enzyme,2.5,2.819518643,1.247914111,0.319518643,0.060833459,0.104474853
G10668,LINC01128,LINC01128, ,Other,other,7.597988998,7.728323964,1.094547805,0.130334966,0.060931137,0.104625873
G9892,LAMA2,LAMA2,laminin subunit alpha 2,Extracellular Space,other,2.5,2.578471085,1.055898445,0.078471085,0.060938266,0.104625873
G1416,ATP5O,ATP5PO,ATP synthase peripheral stalk subunit OSCP,Cytoplasm,transporter,6.892740096,7.182901422,1.222777005,0.290161327,0.060999283,0.104716139
G20229,RPA2,RPA2,replication protein A2,Nucleus,other,4.225579093,4.408057708,1.134831904,0.182478615,0.061088687,0.104855104
G18520,POLR2E,POLR2E,"RNA polymerase II, I and III subunit E",Nucleus,enzyme,6.445733371,6.656747692,1.157501707,0.211014321,0.061108108,0.104873926
G24097,TNPO1,TNPO1,transportin 1,Nucleus,transporter,8.812595299,8.71346721,-1.071125918,-0.099128089,0.06116777,0.104961795
G20107,RNPC3,RNPC3,"RNA binding region (RNP1, RRM) containing 3",Nucleus,other,5.126429668,4.903259851,-1.167295494,-0.223169817,0.061184116,0.10497532
G13567,MIR124-2HG,MIR124-2HG, ,Other,other,7.326471793,7.186324853,-1.102017352,-0.14014694,0.061373751,0.105286118
G22805,STC1,STC1,stanniocalcin 1,Extracellular Space,kinase,2.507789318,2.671257185,1.119976039,0.163467867,0.061479862,0.105453565
G15670,MRPL41,MRPL41,mitochondrial ribosomal protein L41,Cytoplasm,other,5.235191833,5.519237129,1.217604248,0.284045297,0.061516121,0.105477634
G24734,TYSND1,TYSND1,trypsin like peroxisomal matrix peptidase 1,Cytoplasm,peptidase,2.85032979,3.074418563,1.168039265,0.224088773,0.061521157,0.105477634
G19443,RABEPK,RABEPK,Rab9 effector protein with kelch motifs,Cytoplasm,other,3.695638275,3.906905492,1.157704628,0.211267217,0.06152658,0.105477634
G15810,MTERF4,MTERF4,mitochondrial transcription termination factor 4,Cytoplasm,other,5.276735892,5.155461976,-1.087694885,-0.121273916,0.061527911,0.105477634
G22315,SNX8,SNX8,sorting nexin 8,Cytoplasm,transporter,3.570558824,3.740256215,1.124822526,0.169697391,0.06155209,0.105504501
G21236,SLC12A5,SLC12A5,solute carrier family 12 member 5,Plasma Membrane,transporter,4.227309295,3.899655461,-1.254970833,-0.327653834,0.061598331,0.105569173
G5536,EIF2B2,EIF2B2,eukaryotic translation initiation factor 2B subunit beta,Cytoplasm,translation regulator,3.760226052,3.873670697,1.081808131,0.113444646,0.06160828,0.105571635
G8590,HTT,HTT,huntingtin,Cytoplasm,transcription regulator,7.240239701,6.855801414,-1.305351449,-0.384438286,0.061635371,0.105585756
G19869,RHEB,RHEB,"Ras homolog, mTORC1 binding",Cytoplasm,enzyme,5.918168268,6.046522898,1.093046389,0.12835463,0.061637884,0.105585756
G8321,HN1,JPT1,Jupiter microtubule associated homolog 1,Nucleus,other,8.178733178,8.0169607,-1.118660668,-0.161772478,0.061650124,0.105585756
G13508,MIPEP,MIPEP,mitochondrial intermediate peptidase,Cytoplasm,peptidase,3.012370571,2.898853832,-1.081862191,-0.113516739,0.061650572,0.105585756
G9600,KLHL17,KLHL17,kelch like family member 17,Cytoplasm,other,3.862831708,3.697000711,-1.12181206,-0.165830998,0.061659204,0.105585961
G18903,PRKRA,PRKRA,protein activator of interferon induced protein kinase EIF2AK2,Cytoplasm,other,6.103977257,5.892687612,-1.157722626,-0.211289645,0.061674317,0.10559726
G19078,PSEN1,PSEN1,presenilin 1,Plasma Membrane,peptidase,6.472620111,6.568572109,1.06877043,0.095951997,0.061683683,0.105598719
G7634,GPR39,GPR39,G protein-coupled receptor 39,Plasma Membrane,G-protein coupled receptor,2.5,2.715635259,1.161215117,0.215635259,0.061838512,0.105849168
G5675,ENHO,ENHO,energy homeostasis associated,Plasma Membrane,other,4.573910138,4.385626571,-1.13940731,-0.188283567,0.061961806,0.106045575
G25098,UTP11L,UTP11,UTP11 small subunit processome component,Nucleus,other,5.061883012,4.939607443,-1.088450326,-0.122275569,0.0620024,0.106100409
G19644,RBM4,RBM4,RNA binding motif protein 4,Nucleus,other,6.630969676,6.477318702,-1.112380974,-0.153650975,0.06209716,0.106247907
G25939,ZNF268,ZNF268,zinc finger protein 268,Nucleus,transcription regulator,5.691290566,5.496700594,-1.144398865,-0.194589972,0.062149223,0.106322319
G25855,ZNF136,ZNF136,zinc finger protein 136,Nucleus,transcription regulator,4.118238439,3.847709443,-1.206250045,-0.270528996,0.062190502,0.106373866
G21647,SLITRK1,SLITRK1,SLIT and NTRK like family member 1,Plasma Membrane,other,6.230487913,6.425317001,1.144588556,0.194829087,0.062196507,0.106373866
G5505,EHBP1,EHBP1,EH domain binding protein 1,Cytoplasm,other,6.483600133,6.63866714,1.113473334,0.155067008,0.062331434,0.106589933
G21512,SLC43A3,SLC43A3,solute carrier family 43 member 3,Extracellular Space,transporter,2.642483098,2.848085919,1.15316809,0.205602821,0.062438911,0.106759004
G22287,SNX11,SNX11,sorting nexin 11,Cytoplasm,transporter,4.006999794,4.141178278,1.097467703,0.134178484,0.062480715,0.106815755
G9912,LAMTOR3,LAMTOR3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",Cytoplasm,other,6.928333326,6.841484949,-1.062047563,-0.086848377,0.062498862,0.106832055
G18968,PRPF6,PRPF6,pre-mRNA processing factor 6,Nucleus,transcription regulator,6.728762151,6.59561247,-1.096685365,-0.133149681,0.062517011,0.106848352
G19224,PTPMT1,PTPMT1,protein tyrosine phosphatase mitochondrial 1,Cytoplasm,phosphatase,5.152985171,5.352764548,1.148522705,0.199779377,0.062535124,0.10685275
G26359,ZNF814,ZNF814,zinc finger protein 814,Other,other,4.032697245,3.828784652,-1.151817857,-0.203912593,0.062536814,0.10685275
G6979,G3BP1,G3BP1,G3BP stress granule assembly factor 1,Nucleus,enzyme,6.354675048,6.485328841,1.09478972,0.130653793,0.06273209,0.107171641
G9930,LARP6,LARP6,"La ribonucleoprotein 6, translational regulator",Cytoplasm,other,4.798004256,4.648134908,-1.109468993,-0.149869348,0.062744505,0.107178088
G4110,CREB3L4,CREB3L4,cAMP responsive element binding protein 3 like 4,Nucleus,transcription regulator,2.878224758,2.650220384,-1.171213733,-0.228004375,0.062791515,0.107243619
G21465,SLC35G2,SLC35G2,solute carrier family 35 member G2,Cytoplasm,other,4.66958385,4.825442944,1.114084835,0.155859095,0.062826574,0.107282141
G2054,C16orf13,METTL26,methyltransferase like 26,Other,other,4.568875691,4.856047526,1.220245842,0.287171836,0.062831369,0.107282141
G16426,NIP7,NIP7,nucleolar pre-rRNA processing protein NIP7,Nucleus,other,3.626099355,3.786801694,1.117831193,0.160702338,0.062938936,0.107451014
G20989,SEZ6L2,SEZ6L2,seizure related 6 homolog like 2,Cytoplasm,other,8.199450071,8.366409263,1.122689666,0.166959192,0.06296584,0.107482151
G6533,FEM1B,FEM1B,fem-1 homolog B,Nucleus,transcription regulator,8.063008982,7.975820433,-1.062298011,-0.087188548,0.06297724,0.107486818
G12721,LRRC20,LRRC20,leucine rich repeat containing 20,Other,other,4.923335265,4.674585824,-1.188176731,-0.24874944,0.063120613,0.107716699
G19250,PTPRF,PTPRF,protein tyrosine phosphatase receptor type F,Plasma Membrane,phosphatase,7.135685757,7.334069521,1.147412201,0.198383764,0.063129366,0.107716816
G8032,HDAC6,HDAC6,histone deacetylase 6,Nucleus,transcription regulator,6.178233709,6.059903601,-1.085477715,-0.118330108,0.063188337,0.107790847
G25050,USP24,USP24,ubiquitin specific peptidase 24,Nucleus,peptidase,7.553359137,7.395425451,-1.115688038,-0.157933686,0.063190431,0.107790847
G26065,ZNF45,ZNF45,zinc finger protein 45,Nucleus,transcription regulator,4.367990631,4.180475592,-1.138800506,-0.187515039,0.063198826,0.107790847
G19579,RASL11B,RASL11B,RAS like family 11 member B,Plasma Membrane,enzyme,2.809453109,3.271960966,1.377935022,0.462507857,0.063256004,0.107873535
G4102,CRBN,CRBN,cereblon,Cytoplasm,enzyme,5.919576774,5.799167319,-1.087043335,-0.120409454,0.063312726,0.107955422
G1175,ARMC7,ARMC7,armadillo repeat containing 7,Cytoplasm,other,4.15308208,3.985797331,-1.122943039,-0.167284749,0.063414542,0.108114166
G6755,FNBP1,FNBP1,formin binding protein 1,Nucleus,enzyme,6.825930197,6.893473214,1.047930484,0.067543017,0.063441657,0.10814553
G17564,PAGR1,PAGR1,PAXIP1 associated glutamate rich protein 1,Nucleus,other,5.184663018,5.329021288,1.105238919,0.14435827,0.06346202,0.108151144
G8046,HDLBP,HDLBP,high density lipoprotein binding protein,Nucleus,transporter,8.448556418,8.36173191,-1.062029992,-0.086824509,0.06346239,0.108151144
G22754,ST8SIA4,ST8SIA4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",Cytoplasm,enzyme,6.466872412,6.266598275,-1.148916649,-0.200274138,0.063561138,0.108304547
G6479,FBXO8,FBXO8,F-box protein 8,Cytoplasm,other,3.607599018,3.787316924,1.132662391,0.179717906,0.063614208,0.108380085
G25280,VWA8,VWA8,von Willebrand factor A domain containing 8,Cytoplasm,enzyme,4.811373695,4.974193372,1.119472957,0.162819677,0.063630406,0.108392793
G24829,UBOX5,UBOX5,U-box domain containing 5,Nucleus,enzyme,3.633110319,3.49052792,-1.103879274,-0.142582399,0.063659284,0.108427094
